course.year,course.grade,Gender,Racially_Minoritized,First_Generation,course,course.quarter
2002,2.9,0,0,0,CLASS.152,4
2002,3.8,0,0,1,CLASS.152,1
2002,2.9,1,NA,0,CLASS.152,2
2002,3.1,1,1,0,CLASS.152,1
2002,3.1,1,0,0,CLASS.152,1
2002,2.9,1,0,0,CLASS.152,4
2003,3.5,0,NA,1,CLASS.152,2
2002,3.2,0,0,0,CLASS.152,2
2002,3.4,1,0,0,CLASS.152,1
2002,1.4,0,0,0,CLASS.152,1
2001,3.6,0,0,0,CLASS.152,4
2003,3,0,0,0,CLASS.152,4
2002,2.1,0,0,0,CLASS.152,1
2002,1.9,0,0,0,CLASS.152,1
2002,3,0,0,0,CLASS.152,1
2002,3.3,1,0,0,CLASS.152,2
2002,3.3,1,0,0,CLASS.152,2
2002,2.8,0,0,0,CLASS.152,4
2002,1.9,1,0,0,CLASS.152,1
2003,3.2,1,0,0,CLASS.152,2
2003,3.7,0,0,0,CLASS.152,2
2002,3.9,0,0,0,CLASS.152,1
2002,2.9,1,0,0,CLASS.152,2
2002,NA,0,0,0,CLASS.152,1
2002,3.2,1,0,0,CLASS.152,1
2002,3.4,0,0,0,CLASS.152,1
2002,2.6,0,NA,0,CLASS.152,2
2002,3.2,1,0,0,CLASS.152,1
2003,3.4,1,0,0,CLASS.152,1
2002,2.6,1,1,0,CLASS.152,2
2002,3.2,0,0,0,CLASS.152,1
2002,3.6,0,0,0,CLASS.152,1
2003,3.1,0,0,0,CLASS.152,2
2002,4,1,0,0,CLASS.152,1
2002,2.8,0,0,0,CLASS.152,1
2004,2.5,0,0,0,CLASS.152,1
2002,3.3,1,0,1,CLASS.152,1
2002,3.2,0,0,0,CLASS.152,1
2002,3.5,0,1,0,CLASS.152,2
2002,2.3,1,0,0,CLASS.152,1
2002,2.8,0,0,0,CLASS.152,1
2002,3.1,0,0,0,CLASS.152,1
2002,2.8,1,0,0,CLASS.152,1
2002,1.9,0,NA,0,CLASS.152,4
2002,2.3,1,0,1,CLASS.152,1
2002,3.4,1,0,0,CLASS.152,1
2002,2.5,0,0,0,CLASS.152,1
2002,1.4,1,0,0,CLASS.152,1
2002,2,0,0,1,CLASS.152,4
2002,2.5,0,0,1,CLASS.152,4
2002,2.3,1,0,0,CLASS.152,1
2002,4,0,0,0,CLASS.152,1
2002,2.3,0,NA,0,CLASS.152,1
2002,4,1,0,0,CLASS.152,1
2002,3.1,1,0,0,CLASS.152,1
2002,3.6,1,0,0,CLASS.152,1
2002,2.5,0,0,0,CLASS.152,1
2002,3.6,0,0,0,CLASS.152,2
2002,3.6,0,0,0,CLASS.152,1
2002,3.3,1,NA,0,CLASS.152,1
2002,3.3,0,0,1,CLASS.152,1
2002,3.9,1,0,0,CLASS.152,1
2002,0.9,1,0,0,CLASS.152,1
2002,1.1,0,0,0,CLASS.152,1
2002,2.8,1,0,0,CLASS.152,1
2002,2.3,0,0,0,CLASS.152,1
2002,2.2,0,0,0,CLASS.152,1
2002,2,0,0,0,CLASS.152,1
2002,3,1,0,0,CLASS.152,1
2002,3.9,0,NA,0,CLASS.152,1
2002,3.4,1,0,0,CLASS.152,1
2002,3.3,0,0,0,CLASS.152,1
2002,2.9,0,0,0,CLASS.152,1
2002,4,1,0,0,CLASS.152,1
2002,2.7,1,0,0,CLASS.152,2
2003,4,0,0,0,CLASS.152,1
2002,3.1,1,0,0,CLASS.152,2
2002,3,0,0,0,CLASS.152,1
2002,2.5,0,0,1,CLASS.152,1
2002,3.2,0,0,0,CLASS.152,2
2002,2.8,1,0,0,CLASS.152,2
2002,2.4,1,NA,0,CLASS.152,1
2002,3.1,1,0,0,CLASS.152,1
2002,3.5,0,0,1,CLASS.152,2
2003,2.2,0,0,0,CLASS.152,2
2002,3.3,1,0,0,CLASS.152,1
2002,3.3,0,0,0,CLASS.152,1
2004,2.5,0,0,0,CLASS.152,1
2006,3,1,0,1,CLASS.152,2
2002,3.4,1,0,0,CLASS.152,2
2002,2.3,0,0,0,CLASS.152,1
2002,2.6,0,0,0,CLASS.152,1
2002,2.3,1,0,0,CLASS.152,2
2002,3.8,0,NA,0,CLASS.152,1
2002,3.4,0,0,0,CLASS.152,1
2002,2,1,1,0,CLASS.152,1
2002,3,1,0,0,CLASS.152,1
2002,3.9,0,0,0,CLASS.152,1
2002,3.6,1,0,0,CLASS.152,1
2003,3.5,0,0,0,CLASS.152,1
2002,2.9,1,0,0,CLASS.152,3
2002,3,1,0,0,CLASS.152,1
2002,2.8,0,0,0,CLASS.152,4
2002,2.6,1,0,0,CLASS.152,1
2002,3,0,NA,0,CLASS.152,1
2002,3.5,1,0,1,CLASS.152,2
2002,2.5,0,0,0,CLASS.152,1
2002,2.9,0,0,0,CLASS.152,1
2002,3.5,1,0,0,CLASS.152,2
2002,3.1,1,0,0,CLASS.152,2
2002,3.4,1,0,0,CLASS.152,1
2002,3.5,1,0,0,CLASS.152,1
2002,3,1,0,0,CLASS.152,1
2002,3.5,0,0,0,CLASS.152,1
2002,2.4,1,0,0,CLASS.152,2
2004,3,0,0,0,CLASS.152,1
2002,2.8,1,NA,0,CLASS.152,1
2002,3.5,1,0,0,CLASS.152,4
2002,3.5,1,0,0,CLASS.152,1
2002,3.5,0,0,0,CLASS.152,4
2002,2.5,1,0,0,CLASS.152,1
2005,3.3,0,0,0,CLASS.152,1
2002,1.2,1,0,0,CLASS.152,2
2003,3.8,0,0,0,CLASS.152,1
2002,3.7,0,0,0,CLASS.152,1
2003,1.7,0,0,0,CLASS.152,1
2002,3.5,1,NA,0,CLASS.152,4
2001,3.5,0,NA,1,CLASS.152,4
2002,3.1,1,0,0,CLASS.152,2
2002,2.4,0,0,0,CLASS.152,1
2002,0,0,0,0,CLASS.152,1
2003,3,0,0,0,CLASS.152,1
2002,3.2,0,0,0,CLASS.152,1
2002,3,1,0,0,CLASS.152,1
2002,2.8,1,NA,0,CLASS.152,1
2002,3.4,0,NA,0,CLASS.152,1
2002,2.7,0,0,0,CLASS.152,2
2002,3.1,0,0,0,CLASS.152,1
2002,2.6,0,0,0,CLASS.152,4
2002,NA,0,0,1,CLASS.152,2
2002,2.1,0,0,0,CLASS.152,1
2002,2.6,0,0,0,CLASS.152,1
2002,4,1,0,0,CLASS.152,2
2002,2.5,0,0,1,CLASS.152,1
2002,3.5,0,NA,0,CLASS.152,1
2002,3.6,1,0,0,CLASS.152,1
2003,3.5,1,1,0,CLASS.152,1
2002,2.7,1,0,0,CLASS.152,1
2002,3.6,1,NA,0,CLASS.152,1
2003,3,0,0,1,CLASS.152,1
2004,1.9,0,0,0,CLASS.152,1
2002,3.5,0,0,0,CLASS.152,2
2002,3.1,1,0,0,CLASS.152,1
2002,3.4,0,0,0,CLASS.152,1
2001,3.3,1,0,0,CLASS.152,4
2002,3.1,0,0,0,CLASS.152,1
2002,3.6,0,1,0,CLASS.152,1
2002,2.7,1,1,0,CLASS.152,2
2002,2.5,1,0,0,CLASS.152,1
2002,2.1,0,0,0,CLASS.152,3
2004,2.9,1,0,0,CLASS.152,1
2002,2.6,0,0,0,CLASS.152,2
2002,2.3,1,0,1,CLASS.152,3
2002,3.1,0,0,0,CLASS.152,1
2002,3.3,0,0,0,CLASS.152,1
2002,3.9,1,0,0,CLASS.152,4
2005,2.8,0,0,0,CLASS.152,1
2002,3.3,0,1,1,CLASS.152,2
2002,1.5,1,0,0,CLASS.152,1
2002,3.5,1,0,1,CLASS.152,1
2002,3.5,1,0,1,CLASS.152,1
2002,2.5,1,0,0,CLASS.152,1
2002,2.4,1,0,0,CLASS.152,1
2003,3.2,0,0,0,CLASS.152,1
2004,2.5,0,0,0,CLASS.152,1
2001,3.4,0,0,0,CLASS.152,4
2002,2.2,0,0,0,CLASS.152,1
2002,2.2,0,0,0,CLASS.152,1
2002,3.3,1,0,0,CLASS.152,1
2002,2.9,0,0,0,CLASS.152,2
2002,3.6,0,0,0,CLASS.152,1
2002,2.5,0,NA,0,CLASS.152,2
2002,3.1,1,0,0,CLASS.152,4
2002,2.3,0,0,0,CLASS.152,1
2002,2.6,1,NA,0,CLASS.152,1
2002,0,0,0,0,CLASS.152,1
2002,2.7,1,0,0,CLASS.152,2
2003,1.8,0,0,0,CLASS.152,2
2002,3,0,0,0,CLASS.152,1
2002,2.8,0,0,0,CLASS.152,1
2003,2.4,0,0,0,CLASS.152,2
2002,2.5,1,0,1,CLASS.152,1
2002,3.2,0,0,0,CLASS.152,1
2002,3.5,0,0,0,CLASS.152,2
2002,3.8,1,0,0,CLASS.152,1
2002,2,1,0,0,CLASS.152,1
2002,2.3,0,0,0,CLASS.152,1
2002,2.7,1,0,0,CLASS.152,1
2002,2.8,0,0,0,CLASS.152,1
2002,3.1,0,0,0,CLASS.152,1
2002,3.1,0,0,0,CLASS.152,2
2002,2.8,1,0,0,CLASS.152,1
2002,3.3,1,0,0,CLASS.152,2
2002,2.1,1,0,1,CLASS.152,1
2002,2.3,1,0,0,CLASS.152,1
2002,3.5,1,0,0,CLASS.152,2
2002,3,0,0,0,CLASS.152,1
2003,3,1,0,0,CLASS.152,3
2002,0,1,0,1,CLASS.152,1
2002,2.2,0,1,0,CLASS.152,1
2002,3.4,1,0,0,CLASS.152,1
2002,3,1,0,0,CLASS.152,1
2002,3.3,0,0,0,CLASS.152,2
2002,2.5,1,0,0,CLASS.152,1
2002,3.9,0,NA,0,CLASS.152,1
2002,3.2,0,0,0,CLASS.152,1
2002,3.7,1,0,0,CLASS.152,1
2002,3.6,0,1,0,CLASS.152,2
2002,2.6,0,0,0,CLASS.152,1
2002,3.4,0,1,0,CLASS.152,2
2002,2.5,1,0,0,CLASS.152,1
2003,3.4,0,NA,0,CLASS.152,1
2003,2.3,0,0,0,CLASS.152,3
2002,2.5,0,0,0,CLASS.152,2
2002,2.7,0,0,0,CLASS.152,2
2002,2.5,1,0,0,CLASS.152,2
2002,1.5,1,NA,0,CLASS.152,2
2003,2.8,0,0,0,CLASS.152,4
2002,3.3,0,0,0,CLASS.152,1
2003,3.6,0,1,0,CLASS.152,2
2002,3.8,0,1,0,CLASS.152,1
2002,3,1,0,0,CLASS.152,2
2003,3.4,0,0,0,CLASS.152,1
2003,3,0,0,0,CLASS.152,2
2002,4,0,0,0,CLASS.152,1
2002,3.7,1,0,0,CLASS.152,1
2002,2.5,1,1,1,CLASS.152,4
2002,3.2,0,0,0,CLASS.152,1
2002,3.2,1,0,1,CLASS.152,1
2002,2.9,0,NA,0,CLASS.152,1
2002,2.9,1,1,0,CLASS.152,1
2002,2.6,0,0,0,CLASS.152,1
2002,3.6,1,0,0,CLASS.152,1
2002,2.8,0,0,0,CLASS.152,1
2002,3.9,1,0,1,CLASS.152,1
2002,3.5,1,0,0,CLASS.152,1
2002,2.6,1,0,0,CLASS.152,2
2002,2.3,1,0,0,CLASS.152,2
2002,3.9,1,0,0,CLASS.152,1
2002,2.3,1,0,0,CLASS.152,1
2001,3.2,1,0,0,CLASS.152,4
2002,2.7,0,0,1,CLASS.152,4
2002,2.5,1,1,0,CLASS.152,4
2003,2.5,0,0,0,CLASS.152,2
2002,2.7,1,NA,0,CLASS.152,2
2002,3.1,1,0,0,CLASS.152,1
2002,3.2,0,0,0,CLASS.152,2
2003,4,0,NA,1,CLASS.152,1
2002,2.8,1,0,0,CLASS.152,2
2002,2.5,1,NA,0,CLASS.152,1
2002,3.7,0,0,0,CLASS.152,1
2002,3,1,0,0,CLASS.152,1
2002,3.9,1,0,0,CLASS.152,4
2003,2.1,1,0,0,CLASS.152,1
2002,2.9,1,0,1,CLASS.152,1
2004,3.2,0,0,0,CLASS.152,1
2002,3.1,1,0,0,CLASS.152,1
2002,2.7,0,0,1,CLASS.152,2
2003,0,0,0,0,CLASS.152,2
2002,1.2,1,0,0,CLASS.152,1
2002,3.7,0,0,0,CLASS.152,1
2002,2.8,0,0,0,CLASS.152,1
2003,2.8,0,0,0,CLASS.152,1
2002,2.9,1,0,0,CLASS.152,1
2002,3.1,0,0,1,CLASS.152,2
2003,1.2,0,0,0,CLASS.152,1
2002,3.9,1,0,1,CLASS.152,2
2002,2.2,1,0,0,CLASS.152,1
2002,3.1,0,NA,0,CLASS.152,1
2002,1.4,0,0,0,CLASS.152,1
2002,3.2,1,0,0,CLASS.152,2
2002,2,0,0,0,CLASS.152,1
2002,3.3,1,1,0,CLASS.152,2
2002,3.6,0,NA,0,CLASS.152,1
2002,3,0,0,0,CLASS.152,3
2002,2.2,0,0,0,CLASS.152,1
2002,2.1,0,0,0,CLASS.152,4
2002,3.4,0,0,0,CLASS.152,2
2002,3.7,1,0,0,CLASS.152,1
2002,3,1,0,0,CLASS.152,1
2002,3.8,0,0,0,CLASS.152,1
2002,3.8,1,0,0,CLASS.152,4
2002,3.4,0,0,0,CLASS.152,1
2002,2.3,1,0,0,CLASS.152,1
2002,2.1,0,NA,0,CLASS.152,1
2002,2.2,0,NA,0,CLASS.152,1
2002,1.9,1,0,0,CLASS.152,1
2002,2,1,0,0,CLASS.152,1
2002,2.7,1,0,0,CLASS.152,1
2002,3.2,1,NA,0,CLASS.152,2
2003,3.3,0,0,0,CLASS.152,1
2003,0.9,1,0,0,CLASS.152,1
2002,3,0,NA,0,CLASS.152,3
2003,3.9,0,0,0,CLASS.152,2
2002,3.5,1,0,0,CLASS.152,1
2002,3.1,0,0,0,CLASS.152,1
2005,2.7,0,0,0,CLASS.152,3
2002,2.5,0,0,0,CLASS.152,1
2002,3,0,0,0,CLASS.152,4
2002,3.6,0,0,0,CLASS.152,2
2002,3,1,0,0,CLASS.152,1
2002,2.6,1,1,0,CLASS.152,2
2002,3.9,1,0,0,CLASS.152,1
2002,3.5,1,0,0,CLASS.152,1
2002,3.4,0,0,0,CLASS.152,1
2002,2.5,0,NA,0,CLASS.152,1
2002,3.6,1,0,0,CLASS.152,1
2002,3,1,0,0,CLASS.152,1
2002,3.6,1,0,0,CLASS.152,1
2002,3.4,1,0,0,CLASS.152,1
2002,3,0,0,0,CLASS.152,2
2002,3,1,0,0,CLASS.152,1
2002,3.7,0,0,0,CLASS.152,1
2002,4,0,0,0,CLASS.152,1
2002,3.2,1,0,0,CLASS.152,1
2002,2.7,1,0,0,CLASS.152,1
2002,3.1,0,0,0,CLASS.152,1
2002,2.9,0,0,0,CLASS.152,1
2003,3.5,1,NA,0,CLASS.152,2
2002,2.8,1,NA,0,CLASS.152,1
2002,2.6,1,0,0,CLASS.152,1
2003,2.6,1,0,0,CLASS.152,1
2002,2.9,1,0,0,CLASS.152,1
2002,3,1,0,0,CLASS.152,3
2002,2.3,1,0,0,CLASS.152,1
2002,2.1,0,0,0,CLASS.152,4
2002,3.2,0,0,0,CLASS.152,2
2003,3.6,0,NA,0,CLASS.152,2
2002,3.4,1,0,0,CLASS.152,4
2002,2.5,1,0,0,CLASS.152,1
2002,3.4,0,0,0,CLASS.152,1
2002,2.3,1,0,1,CLASS.152,3
2002,3.7,1,0,0,CLASS.152,1
2002,3.8,0,0,0,CLASS.152,1
2002,2.3,1,0,0,CLASS.152,4
2002,2.7,0,0,0,CLASS.152,2
2002,3.1,0,0,0,CLASS.152,1
2002,3.1,0,0,0,CLASS.152,1
2010,3.5,1,0,1,CLASS.152,4
2002,2.6,1,0,0,CLASS.152,1
2002,2.7,0,1,0,CLASS.152,2
2002,2.2,0,0,1,CLASS.152,2
2002,2.8,1,0,0,CLASS.152,1
2002,2.2,1,0,0,CLASS.152,4
2003,3.7,0,0,0,CLASS.152,3
2002,3.2,0,0,0,CLASS.152,4
2004,3.8,0,0,0,CLASS.152,1
2002,4,0,0,0,CLASS.152,1
2002,3.8,0,NA,0,CLASS.152,1
2003,NA,0,0,0,CLASS.152,2
2002,3.5,1,0,0,CLASS.152,1
2003,1.8,1,1,1,CLASS.152,4
2003,3.3,0,0,0,CLASS.152,2
2002,3,1,0,1,CLASS.152,4
2002,3.4,1,0,0,CLASS.152,4
2002,2.7,0,0,0,CLASS.152,1
2002,3.4,0,NA,0,CLASS.152,2
2003,2.2,1,0,0,CLASS.152,1
2004,2.7,0,0,0,CLASS.152,1
2002,4,0,0,1,CLASS.152,2
2002,2.8,1,0,1,CLASS.152,1
2002,2.5,0,0,0,CLASS.152,1
2002,2.3,0,0,0,CLASS.152,1
2002,2.9,0,0,0,CLASS.152,2
2002,2.8,1,0,0,CLASS.152,1
2002,3.5,1,0,0,CLASS.152,2
2003,3.3,0,NA,0,CLASS.152,1
2002,2.8,0,NA,0,CLASS.152,1
2002,3.2,0,0,0,CLASS.152,2
2002,2.9,1,0,0,CLASS.152,1
2002,2.9,0,0,0,CLASS.152,1
2002,4,1,0,0,CLASS.152,1
2002,3.5,1,0,1,CLASS.152,1
2002,2.4,1,0,0,CLASS.152,4
2002,3.1,1,0,1,CLASS.152,1
2002,4,1,0,0,CLASS.152,1
2002,3,0,0,0,CLASS.152,1
2002,2.5,1,NA,0,CLASS.152,1
2003,2.5,0,0,1,CLASS.152,1
2002,2.6,1,0,0,CLASS.152,1
2004,2.6,0,0,0,CLASS.152,1
2002,2,0,NA,0,CLASS.152,1
2002,3.5,0,0,0,CLASS.152,1
2002,2.9,1,0,0,CLASS.152,4
2002,3.3,0,0,0,CLASS.152,1
2002,2.9,1,0,0,CLASS.152,1
2004,3.6,0,0,0,CLASS.152,2
2002,3.6,1,0,0,CLASS.152,3
2002,3.7,0,0,0,CLASS.152,1
2008,2.3,0,0,0,CLASS.152,2
2002,2.9,0,0,0,CLASS.152,1
2002,3.2,1,1,0,CLASS.152,2
2004,3.6,0,0,0,CLASS.152,4
2002,3.4,0,0,0,CLASS.152,1
2002,2.7,1,0,0,CLASS.152,1
2002,2.9,1,0,0,CLASS.152,1
2002,4,1,0,0,CLASS.152,1
2002,3.6,1,1,1,CLASS.152,1
2002,3.1,0,NA,0,CLASS.152,1
2003,3.1,1,0,0,CLASS.152,2
2002,3.5,1,0,1,CLASS.152,1
2002,2.7,0,0,0,CLASS.152,2
2002,3.9,0,1,0,CLASS.152,1
2003,3.3,0,0,0,CLASS.152,4
2002,2.6,0,0,0,CLASS.152,1
2002,1.3,1,NA,0,CLASS.152,1
2002,2.9,0,1,0,CLASS.152,4
2005,4,1,NA,0,CLASS.152,1
2002,3.3,1,1,0,CLASS.152,1
2002,4,1,NA,0,CLASS.152,1
2003,2.7,0,1,0,CLASS.152,3
2003,3.3,0,0,0,CLASS.152,4
2002,3.2,1,0,0,CLASS.152,2
2003,1.2,0,0,0,CLASS.152,1
2002,3.3,0,0,0,CLASS.152,1
2002,2.3,1,0,0,CLASS.152,1
2002,2.7,1,0,0,CLASS.152,1
2002,3.1,1,0,0,CLASS.152,1
2002,2.3,0,0,0,CLASS.152,2
2002,3.2,1,0,0,CLASS.152,1
2002,3.6,1,0,0,CLASS.152,1
2002,2.9,1,0,0,CLASS.152,4
2003,3.3,1,0,0,CLASS.152,2
2002,2.7,1,0,0,CLASS.152,4
2004,2.1,0,NA,0,CLASS.152,1
2002,2.9,0,1,0,CLASS.152,1
2002,2.6,1,0,0,CLASS.152,1
2002,3.8,0,0,0,CLASS.152,2
2002,3.4,1,0,0,CLASS.152,1
2002,3.2,1,NA,0,CLASS.152,4
2002,3,1,0,0,CLASS.152,1
2002,3.5,0,0,1,CLASS.152,1
2002,2.6,1,0,0,CLASS.152,2
2002,2.8,0,0,0,CLASS.152,2
2002,3.8,0,0,0,CLASS.152,1
2002,3,0,0,0,CLASS.152,1
2003,2.7,0,0,0,CLASS.152,4
2003,3,0,0,0,CLASS.152,1
2002,2.1,1,0,0,CLASS.152,1
2002,3.3,1,0,0,CLASS.152,2
2001,3.6,0,0,0,CLASS.152,4
2002,2.8,0,0,0,CLASS.152,1
2002,1.9,0,NA,0,CLASS.152,1
2004,2.8,0,0,0,CLASS.152,1
2004,3,0,0,0,CLASS.152,1
2002,3.9,0,1,0,CLASS.152,1
2002,3.6,0,0,0,CLASS.152,1
2004,3,0,0,0,CLASS.152,2
2002,2.7,1,1,0,CLASS.152,1
2002,1.5,1,0,0,CLASS.152,1
2002,2.8,1,0,0,CLASS.152,2
2002,2.7,0,0,0,CLASS.152,1
2002,3.5,1,0,0,CLASS.152,4
2002,3,0,0,0,CLASS.152,1
2003,1.1,1,0,0,CLASS.152,1
2002,3,0,0,0,CLASS.152,2
2003,2.2,1,0,1,CLASS.152,1
2002,2.8,1,0,0,CLASS.152,2
2002,3.4,1,1,0,CLASS.152,1
2002,3.8,0,0,0,CLASS.152,1
2002,3.9,0,0,0,CLASS.152,1
2003,2.3,0,0,0,CLASS.152,1
2002,4,1,0,0,CLASS.152,1
2002,1.6,0,NA,1,CLASS.152,1
2002,1.9,1,0,0,CLASS.152,1
2002,3,1,1,0,CLASS.152,4
2002,3.3,0,0,0,CLASS.152,1
2002,3.6,0,0,0,CLASS.152,4
2002,2.9,1,0,0,CLASS.152,1
2002,2.8,1,0,0,CLASS.152,1
2002,2.8,1,0,0,CLASS.152,1
2002,3.4,1,0,0,CLASS.152,3
2002,2.7,0,0,0,CLASS.152,1
2002,3.9,0,0,0,CLASS.152,1
2002,3.5,1,0,0,CLASS.152,1
2002,2.9,0,0,0,CLASS.152,1
2002,3.2,1,0,0,CLASS.152,1
2002,3.5,1,0,0,CLASS.152,2
2002,2.8,0,0,1,CLASS.152,2
2002,3.9,1,NA,0,CLASS.152,1
2002,3.8,1,0,0,CLASS.152,1
2002,2.6,1,0,0,CLASS.152,1
2002,2.3,1,1,0,CLASS.152,1
2002,3.3,0,NA,0,CLASS.152,2
2002,3.6,0,0,0,CLASS.152,1
2003,3.3,0,0,0,CLASS.152,2
2002,2.5,1,0,0,CLASS.152,2
2003,2.8,0,0,0,CLASS.152,1
2002,3.1,0,0,0,CLASS.152,1
2003,2.8,0,NA,0,CLASS.152,4
2003,2.7,0,NA,0,CLASS.152,3
2002,3.4,1,0,0,CLASS.152,1
2002,3.1,1,0,0,CLASS.152,2
2002,3.5,1,0,0,CLASS.152,1
2002,2.9,0,0,0,CLASS.152,1
2002,3.1,0,0,0,CLASS.152,1
2012,4,0,0,1,CLASS.152,3
2002,3.7,1,0,0,CLASS.152,2
2002,3.4,1,0,0,CLASS.152,1
2002,1.8,1,1,0,CLASS.152,2
2002,3.3,0,NA,0,CLASS.152,4
2002,3.2,1,0,0,CLASS.152,2
2002,3.5,1,0,0,CLASS.152,1
2003,3.5,0,0,0,CLASS.152,3
2002,2.5,1,0,0,CLASS.152,1
2002,2.2,0,0,0,CLASS.152,1
2003,2.4,1,0,0,CLASS.152,1
2002,4,1,0,0,CLASS.152,2
2001,3.5,0,0,0,CLASS.152,4
2004,3.2,1,0,0,CLASS.152,2
2001,3.7,0,NA,0,CLASS.152,4
2002,2.8,1,NA,0,CLASS.152,1
2002,3.2,0,0,0,CLASS.152,2
2010,1.3,0,0,0,CLASS.152,4
2002,3.8,0,0,0,CLASS.152,1
2002,2.5,1,0,0,CLASS.152,1
2002,2.9,1,0,0,CLASS.152,4
2002,4,1,0,0,CLASS.152,1
2002,3.4,1,0,0,CLASS.152,1
2002,3.3,0,0,0,CLASS.152,1
2002,2.8,1,0,0,CLASS.152,1
2002,2.6,0,0,0,CLASS.152,1
2002,2.1,0,0,1,CLASS.152,1
2002,3.1,1,0,0,CLASS.152,1
2002,3.2,1,0,1,CLASS.152,2
2002,3.5,1,0,0,CLASS.152,2
2002,2.7,0,1,0,CLASS.152,1
2002,3.2,1,0,0,CLASS.152,1
2002,4,0,0,0,CLASS.152,1
2002,NA,1,0,0,CLASS.152,2
2002,3.3,1,0,0,CLASS.152,2
2002,2.4,0,0,0,CLASS.152,1
2002,3.7,1,0,1,CLASS.152,1
2002,3.3,0,0,0,CLASS.152,1
2002,3.5,0,0,0,CLASS.152,1
2006,2.5,0,0,0,CLASS.152,2
2002,3.1,1,NA,0,CLASS.152,1
2002,3.1,0,0,0,CLASS.152,2
2002,3.1,0,0,0,CLASS.152,1
2002,3.3,0,0,0,CLASS.152,1
2002,2.2,0,0,0,CLASS.152,1
2002,1.7,0,0,0,CLASS.152,1
2002,2.9,1,0,1,CLASS.152,1
2002,3.2,1,1,0,CLASS.152,2
2002,2.7,1,0,0,CLASS.152,2
2002,2.4,1,1,0,CLASS.152,1
2003,3.3,0,NA,0,CLASS.152,3
2002,3,1,0,0,CLASS.152,2
2002,3.5,1,0,0,CLASS.152,1
2002,2.5,1,NA,0,CLASS.152,1
2002,3,1,0,0,CLASS.152,1
2002,3.6,0,0,0,CLASS.152,1
2002,3.5,1,0,0,CLASS.152,2
2002,3,1,0,0,CLASS.152,1
2002,3.4,1,0,0,CLASS.152,2
2002,2.4,0,0,1,CLASS.152,1
2002,2.6,1,0,0,CLASS.152,1
2002,1.7,0,0,0,CLASS.152,1
2002,3.1,0,0,0,CLASS.152,4
2002,2.7,0,0,0,CLASS.152,1
2002,2.5,1,NA,0,CLASS.152,1
2002,2.5,1,0,0,CLASS.152,2
2004,2.7,0,0,1,CLASS.152,2
2002,3.1,1,0,0,CLASS.152,2
2002,1.2,0,0,0,CLASS.152,1
2002,4,1,0,0,CLASS.152,1
2001,3.3,0,0,0,CLASS.152,4
2002,2.5,1,0,0,CLASS.152,1
2002,3.4,0,0,0,CLASS.152,1
2002,2.2,0,0,0,CLASS.152,1
2002,3.2,1,0,0,CLASS.152,2
2002,3.5,1,1,0,CLASS.152,2
2002,3.6,1,0,1,CLASS.152,1
2002,2.4,0,0,0,CLASS.152,1
2007,3.1,0,0,0,CLASS.152,3
2002,3.6,1,0,0,CLASS.152,1
2002,3,0,0,0,CLASS.152,1
2002,2.8,1,0,0,CLASS.152,1
2002,3.1,0,NA,0,CLASS.152,2
2002,2.7,1,0,0,CLASS.152,2
2002,2.2,1,1,0,CLASS.152,1
2002,3.9,0,0,0,CLASS.152,1
2002,2.7,1,0,0,CLASS.152,2
2002,2.8,1,NA,0,CLASS.152,4
2002,4,1,0,0,CLASS.152,1
2002,3.3,0,0,1,CLASS.152,2
2002,2.7,1,0,0,CLASS.152,1
2002,1.4,0,0,0,CLASS.152,1
2002,3.4,0,0,0,CLASS.152,1
2002,4,1,0,0,CLASS.152,1
2002,3.1,0,NA,0,CLASS.152,2
2002,2.5,1,0,0,CLASS.152,2
2002,2.6,0,1,0,CLASS.152,1
2002,2.8,0,0,0,CLASS.152,1
2002,3,0,0,1,CLASS.152,1
2002,1.8,1,0,0,CLASS.152,1
2002,2.1,1,0,0,CLASS.152,1
2003,2.7,0,0,0,CLASS.152,1
2002,3.9,0,0,0,CLASS.152,1
2002,3.1,1,0,0,CLASS.152,2
2002,3.1,1,NA,0,CLASS.152,2
2002,2.3,1,0,1,CLASS.152,2
2002,2.4,0,0,0,CLASS.152,4
2002,2.6,1,NA,0,CLASS.152,1
2003,3.5,0,0,0,CLASS.152,1
2001,3.1,0,0,0,CLASS.152,4
2002,2.8,1,0,0,CLASS.152,2
2002,2.9,1,NA,0,CLASS.152,2
2002,3,0,0,0,CLASS.152,1
2002,2.9,1,NA,1,CLASS.152,2
2003,3.1,0,NA,0,CLASS.152,4
2002,2.7,1,0,0,CLASS.152,1
2002,2.7,1,0,0,CLASS.152,2
2002,3.8,1,0,0,CLASS.152,1
2002,1.7,0,1,1,CLASS.152,2
2002,3.3,0,0,0,CLASS.152,1
2010,2.8,0,0,0,CLASS.152,3
2001,2.8,0,0,0,CLASS.152,4
2002,3.2,0,0,0,CLASS.152,1
2002,2.3,1,0,0,CLASS.152,4
2002,3.5,1,0,0,CLASS.152,4
2003,3.4,1,0,0,CLASS.152,1
2002,2.5,0,0,1,CLASS.152,1
2004,1.7,1,0,0,CLASS.152,1
2002,2.6,1,0,0,CLASS.152,2
2002,3.4,1,1,0,CLASS.152,1
2002,3.1,0,NA,0,CLASS.152,1
2002,1.2,0,0,0,CLASS.152,1
